Date,Open,High,Low,Close,Adj Close,Volume
2021-03-26,0.210000,0.220000,0.210000,0.220000,0.220000,67400
2021-03-29,0.220000,0.250000,0.220000,0.220000,0.220000,60900
2021-03-30,0.220000,0.230000,0.210000,0.210000,0.210000,44300
2021-03-31,0.210000,0.220000,0.210000,0.220000,0.220000,54500
2021-04-01,0.220000,0.220000,0.210000,0.220000,0.220000,41700
2021-04-05,0.200000,0.220000,0.170000,0.220000,0.220000,147800
2021-04-06,0.220000,0.230000,0.210000,0.210000,0.210000,40600
2021-04-07,0.210000,0.230000,0.200000,0.210000,0.210000,39400
2021-04-08,0.190000,0.220000,0.190000,0.210000,0.210000,51100
2021-04-09,0.210000,0.220000,0.200000,0.220000,0.220000,30500
2021-04-12,0.210000,0.210000,0.200000,0.200000,0.200000,112800
2021-04-13,0.200000,0.200000,0.190000,0.190000,0.190000,130200
2021-04-14,0.180000,0.200000,0.180000,0.200000,0.200000,101100
2021-04-15,0.200000,0.210000,0.190000,0.200000,0.200000,31800
2021-04-16,0.210000,0.210000,0.200000,0.200000,0.200000,15300
2021-04-19,0.190000,0.200000,0.190000,0.190000,0.190000,32000
2021-04-20,0.190000,0.200000,0.190000,0.190000,0.190000,67100
2021-04-21,0.190000,0.200000,0.190000,0.200000,0.200000,239100
2021-04-22,0.200000,0.200000,0.200000,0.200000,0.200000,10600
2021-04-23,0.200000,0.210000,0.200000,0.200000,0.200000,26900
2021-04-26,0.190000,0.200000,0.190000,0.190000,0.190000,23700
2021-04-27,0.190000,0.200000,0.190000,0.200000,0.200000,8200
2021-04-28,0.190000,0.200000,0.190000,0.190000,0.190000,49700
2021-04-29,0.200000,0.200000,0.190000,0.190000,0.190000,55700
2021-04-30,0.200000,0.200000,0.190000,0.190000,0.190000,63200
2021-05-03,0.190000,0.190000,0.180000,0.190000,0.190000,324000
2021-05-04,0.180000,0.190000,0.180000,0.190000,0.190000,91300
2021-05-05,0.180000,0.190000,0.180000,0.180000,0.180000,2000
2021-05-06,0.180000,0.190000,0.170000,0.170000,0.170000,33900
2021-05-07,0.170000,0.180000,0.170000,0.170000,0.170000,37700
2021-05-10,0.170000,0.190000,0.170000,0.180000,0.180000,82500
2021-05-11,0.180000,0.180000,0.180000,0.180000,0.180000,2700
2021-05-12,0.190000,0.190000,0.180000,0.190000,0.190000,32600
2021-05-13,0.190000,0.210000,0.190000,0.210000,0.210000,97800
2021-05-14,0.200000,0.200000,0.190000,0.190000,0.190000,28500
2021-05-17,0.190000,0.190000,0.180000,0.190000,0.190000,39000
2021-05-18,0.180000,0.200000,0.170000,0.190000,0.190000,52500
2021-05-19,0.200000,0.200000,0.170000,0.190000,0.190000,28400
2021-05-20,0.170000,0.200000,0.170000,0.190000,0.190000,4500
2021-05-21,0.190000,0.200000,0.190000,0.200000,0.200000,11400
2021-05-24,0.200000,0.200000,0.200000,0.200000,0.200000,300
2021-05-25,0.180000,0.200000,0.180000,0.200000,0.200000,36200
2021-05-26,0.200000,0.210000,0.180000,0.190000,0.190000,21800
2021-05-27,0.190000,0.200000,0.170000,0.170000,0.170000,60200
2021-05-28,0.190000,0.200000,0.170000,0.170000,0.170000,77900
2021-06-01,0.180000,0.200000,0.180000,0.190000,0.190000,82200
2021-06-02,0.170000,0.190000,0.170000,0.180000,0.180000,117900
2021-06-03,0.170000,0.170000,0.170000,0.170000,0.170000,4300
2021-06-04,0.180000,0.180000,0.170000,0.180000,0.180000,52700
2021-06-07,0.180000,0.180000,0.180000,0.180000,0.180000,28200
2021-06-08,0.180000,0.180000,0.180000,0.180000,0.180000,5100
2021-06-09,0.180000,0.190000,0.180000,0.180000,0.180000,20300
2021-06-10,0.180000,0.180000,0.180000,0.180000,0.180000,200
2021-06-11,0.170000,0.180000,0.170000,0.180000,0.180000,900
2021-06-14,0.180000,0.180000,0.180000,0.180000,0.180000,9000
2021-06-15,0.180000,0.180000,0.170000,0.180000,0.180000,11900
2021-06-16,0.180000,0.180000,0.170000,0.170000,0.170000,13600
2021-06-17,0.170000,0.170000,0.170000,0.170000,0.170000,1200
2021-06-18,0.170000,0.170000,0.170000,0.170000,0.170000,100
2021-06-21,0.170000,0.190000,0.170000,0.170000,0.170000,52600
2021-06-22,0.170000,0.170000,0.170000,0.170000,0.170000,7000
2021-06-23,0.170000,0.170000,0.170000,0.170000,0.170000,10800
2021-06-24,0.170000,0.170000,0.170000,0.170000,0.170000,0
2021-06-25,0.170000,0.180000,0.170000,0.170000,0.170000,14000
2021-06-28,0.170000,0.180000,0.170000,0.180000,0.180000,22100
2021-06-29,0.180000,0.180000,0.170000,0.170000,0.170000,12500
2021-06-30,0.170000,0.170000,0.170000,0.170000,0.170000,23600
2021-07-01,0.180000,0.180000,0.170000,0.170000,0.170000,117700
2021-07-02,0.170000,0.170000,0.170000,0.170000,0.170000,500
2021-07-06,0.170000,0.180000,0.170000,0.170000,0.170000,7900
2021-07-07,0.170000,0.180000,0.170000,0.180000,0.180000,65400
2021-07-08,0.180000,0.180000,0.180000,0.180000,0.180000,77500
2021-07-09,0.180000,0.180000,0.180000,0.180000,0.180000,6100
2021-07-12,0.180000,0.180000,0.170000,0.170000,0.170000,14200
2021-07-13,0.170000,0.170000,0.170000,0.170000,0.170000,31900
2021-07-14,0.170000,0.170000,0.170000,0.170000,0.170000,63800
2021-07-15,0.170000,0.170000,0.170000,0.170000,0.170000,90900
2021-07-16,0.170000,0.170000,0.160000,0.160000,0.160000,20300
2021-07-19,0.170000,0.170000,0.170000,0.170000,0.170000,12100
2021-07-20,0.170000,0.170000,0.170000,0.170000,0.170000,43800
2021-07-21,0.170000,0.200000,0.170000,0.200000,0.200000,64000
2021-07-22,0.200000,0.200000,0.190000,0.190000,0.190000,90000
2021-07-23,0.190000,0.190000,0.180000,0.190000,0.190000,91600
2021-07-26,0.180000,0.190000,0.180000,0.180000,0.180000,49300
2021-07-27,0.180000,0.180000,0.180000,0.180000,0.180000,2800
2021-07-28,0.180000,0.200000,0.180000,0.190000,0.190000,27100
2021-07-29,0.190000,0.210000,0.190000,0.210000,0.210000,26500
2021-07-30,0.210000,0.210000,0.200000,0.210000,0.210000,35800
2021-08-02,0.210000,0.210000,0.180000,0.200000,0.200000,16700
2021-08-03,0.180000,0.190000,0.180000,0.190000,0.190000,3300
2021-08-04,0.200000,0.200000,0.180000,0.190000,0.190000,68500
2021-08-05,0.190000,0.190000,0.180000,0.180000,0.180000,12600
2021-08-06,0.190000,0.190000,0.180000,0.190000,0.190000,12900
2021-08-09,0.190000,0.190000,0.180000,0.180000,0.180000,64600
2021-08-10,0.180000,0.190000,0.180000,0.190000,0.190000,7700
2021-08-11,0.190000,0.190000,0.180000,0.180000,0.180000,2000
2021-08-12,0.190000,0.210000,0.190000,0.210000,0.210000,112100
2021-08-13,0.210000,0.210000,0.190000,0.210000,0.210000,59000
2021-08-16,0.200000,0.210000,0.200000,0.200000,0.200000,56900
2021-08-17,0.210000,0.210000,0.190000,0.200000,0.200000,41400
2021-08-18,0.200000,0.200000,0.200000,0.200000,0.200000,20000
2021-08-19,0.200000,0.200000,0.190000,0.190000,0.190000,12200
2021-08-20,0.200000,0.200000,0.190000,0.190000,0.190000,3200
2021-08-23,0.200000,0.200000,0.190000,0.200000,0.200000,24400
2021-08-24,0.200000,0.200000,0.190000,0.200000,0.200000,3600
2021-08-25,0.190000,0.200000,0.190000,0.190000,0.190000,75600
2021-08-26,0.190000,0.200000,0.180000,0.190000,0.190000,52200
2021-08-27,0.190000,0.190000,0.170000,0.180000,0.180000,156100
2021-08-30,0.190000,0.200000,0.180000,0.190000,0.190000,4200
2021-08-31,0.190000,0.190000,0.180000,0.180000,0.180000,3800
2021-09-01,0.190000,0.190000,0.190000,0.190000,0.190000,10400
2021-09-02,0.180000,0.190000,0.170000,0.180000,0.180000,13300
2021-09-03,0.180000,0.180000,0.180000,0.180000,0.180000,12500
2021-09-07,0.180000,0.180000,0.180000,0.180000,0.180000,28200
2021-09-08,0.180000,0.200000,0.180000,0.190000,0.190000,155300
2021-09-09,0.200000,0.200000,0.200000,0.200000,0.200000,4600
2021-09-10,0.190000,0.190000,0.190000,0.190000,0.190000,113200
2021-09-13,0.190000,0.200000,0.190000,0.190000,0.190000,138000
2021-09-14,0.180000,0.190000,0.180000,0.190000,0.190000,7800
2021-09-15,0.190000,0.190000,0.190000,0.190000,0.190000,2300
2021-09-16,0.190000,0.190000,0.190000,0.190000,0.190000,2900
2021-09-17,0.190000,0.190000,0.190000,0.190000,0.190000,7300
2021-09-20,0.190000,0.190000,0.190000,0.190000,0.190000,58100
2021-09-21,0.190000,0.190000,0.190000,0.190000,0.190000,13300
2021-09-22,0.190000,0.190000,0.190000,0.190000,0.190000,1200
2021-09-23,0.190000,0.190000,0.190000,0.190000,0.190000,4600
2021-09-24,0.190000,0.190000,0.190000,0.190000,0.190000,20000
2021-09-27,0.190000,0.190000,0.190000,0.190000,0.190000,120900
2021-09-28,0.190000,0.190000,0.190000,0.190000,0.190000,10500
2021-09-29,0.190000,0.190000,0.190000,0.190000,0.190000,1000
2021-09-30,0.190000,0.190000,0.190000,0.190000,0.190000,8700
2021-10-01,0.190000,0.190000,0.190000,0.190000,0.190000,23300
2021-10-04,0.190000,0.190000,0.190000,0.190000,0.190000,1800
2021-10-05,0.190000,0.190000,0.190000,0.190000,0.190000,200
2021-10-06,0.190000,0.190000,0.190000,0.190000,0.190000,3600
2021-10-07,0.190000,0.190000,0.190000,0.190000,0.190000,21000
2021-10-08,0.190000,0.190000,0.190000,0.190000,0.190000,18700
2021-10-11,0.190000,0.190000,0.190000,0.190000,0.190000,3600
2021-10-12,0.190000,0.190000,0.190000,0.190000,0.190000,268000
2021-10-13,0.190000,0.190000,0.190000,0.190000,0.190000,56000
2021-10-14,0.190000,0.190000,0.180000,0.180000,0.180000,22500
2021-10-15,0.180000,0.180000,0.180000,0.180000,0.180000,2000
2021-10-18,0.180000,0.180000,0.180000,0.180000,0.180000,5100
2021-10-19,0.190000,0.190000,0.180000,0.180000,0.180000,13200
2021-10-20,0.180000,0.180000,0.180000,0.180000,0.180000,9500
2021-10-21,0.180000,0.180000,0.180000,0.180000,0.180000,2500
2021-10-22,0.180000,0.190000,0.180000,0.180000,0.180000,81500
2021-10-25,0.180000,0.180000,0.180000,0.180000,0.180000,70500
2021-10-26,0.180000,0.180000,0.180000,0.180000,0.180000,7900
2021-10-27,0.180000,0.180000,0.180000,0.180000,0.180000,4900
2021-10-28,0.180000,0.180000,0.180000,0.180000,0.180000,2500
2021-10-29,0.180000,0.180000,0.180000,0.180000,0.180000,0
2021-11-01,0.180000,0.180000,0.180000,0.180000,0.180000,117900
2021-11-02,0.180000,0.180000,0.170000,0.180000,0.180000,44000
2021-11-03,0.180000,0.180000,0.180000,0.180000,0.180000,0
2021-11-04,0.170000,0.170000,0.170000,0.170000,0.170000,2100
2021-11-05,0.170000,0.180000,0.170000,0.180000,0.180000,3500
2021-11-08,0.170000,0.180000,0.160000,0.160000,0.160000,310300
2021-11-09,0.170000,0.170000,0.170000,0.170000,0.170000,3500
2021-11-10,0.170000,0.180000,0.170000,0.170000,0.170000,37500
2021-11-11,0.170000,0.170000,0.150000,0.160000,0.160000,323000
2021-11-12,0.160000,0.160000,0.150000,0.150000,0.150000,51700
2021-11-15,0.170000,0.180000,0.160000,0.170000,0.170000,229700
2021-11-16,0.180000,0.180000,0.170000,0.180000,0.180000,69100
2021-11-17,0.180000,0.180000,0.170000,0.170000,0.170000,28200
2021-11-18,0.170000,0.180000,0.170000,0.170000,0.170000,36200
2021-11-19,0.180000,0.180000,0.180000,0.180000,0.180000,100
2021-11-22,0.180000,0.180000,0.180000,0.180000,0.180000,35700
2021-11-23,0.180000,0.180000,0.170000,0.170000,0.170000,39200
2021-11-24,0.170000,0.180000,0.170000,0.180000,0.180000,4100
